SPECIES;ACCESION.NUMBER;PLM ;PLS;FTWM;FTWS;STWM;STWS;LLM;LLS;FTLM;FTLS;STLM;STLS;MLWM;MLWS;WMPM;WMPS;DLBMWM;DLBMWS;DLAUM;DLAUS;TLWM;TLWS;NTM;NTS
V.orsiniana;VAB944259(1);0;0;0.96;0.69;1.67;0.69;24.89;17.82;2.13;0.87;1.97;0.67;12.57;4.47;9.86;4.22;4.8;9.11;2.7;3.47;2.97;2.02;9;2
V.orsiniana;VAB944259(2);1.09;0;0.74;0.4;0.92;0.71;26.32;12.04;1.49;0.34;1.8;0.41;10.83;2.44;9.67;2.14;8.87;6.55;3.44;2.45;2.54;1.42;9;3
V.orsiniana;VAB944259(3);0;0;1.18;0.48;1.28;0.66;24.37;14.49;1.36;0.68;1.87;0.56;13.69;2.89;11.83;2.69;8.21;10.88;3.76;2.72;3.15;1.82;10;2
V.orsiniana;VAB944259;36;0;96;52;129;69;2519;1478;166;63;188;55;1236;327;1045;302;729;885;330;288;289;175;933;233
V.orsiniana;VAB947095(1);0;0;1.06;0.51;1.45;0.6;22.08;13.02;1.93;0.45;2.06;0.37;10.12;2.35;8.94;2.28;7.8;6.9;3.67;3.59;3.36;1.84;10;3
V.orsiniana;VAB947095(2);0;;1.3;;1.11;;21.48;;1.45;;1.17;;8.35;;8.33;;10.7;;3.3;;2.66;;9;
V.orsiniana;VAB947095(3);0;0;0.93;0.51;0.67;0.4;15.78;12.2;1.46;;0.85;;7.01;2.12;6.93;2.07;5.19;7.7;2.24;;1.95;1.67;8;
V.orsiniana;VAB947095;0;0;110;51;107;50;1978;1261;161;45;136;37;849;224;807;216;790;730;307;359;266;176;900;300
V.orsiniana;SALA124591(1);0;0;0.79;0.36;0.77;0.74;14.84;11.78;1.41;0.82;1.53;0.75;7.98;3.12;7.79;2.9;6.28;5.72;2.5;1.79;3.15;1.71;8;7
V.orsiniana;SALA124591(2);0;0;1.13;0.69;1.22;0.54;16.34;10.75;1.8;0.77;1.94;0.65;7.98;1.88;6.88;1.85;7.96;6.13;1.86;1.84;2.25;1.71;7;3
V.orsiniana;SALA124591(3);0;0;0.59;0.46;0.52;0.53;15.56;14.06;1.02;0.33;0.84;0.46;6.99;3.39;6.78;2.9;8.36;8.2;2.55;1.59;1.99;1.3;9;4
V.orsiniana;SALA124591;0;0;84;50;84;60;1558;1220;141;64;144;62;765;279;715;255;753;668;230;174;246;157;800;467
V.orsiniana;SALA72239(1);0;0;1.06;0.48;1.4;0.69;16.72;15.56;1.62;1.68;1.59;1.39;12.19;3.59;11.29;3.62;4.1;7.59;1.92;2.42;2.06;2.18;7;9
V.orsiniana;SALA72239(2);0;0;0.57;0.38;1.09;0.74;13.61;13.87;2.02;1.1;1.12;0.83;10.66;4.25;9.46;3.7;2.17;6.11;1.5;2.71;1.83;2.42;8;9
V.orsiniana;SALA72239(3);0;0;0.38;1.38;0.91;0.7;14.59;15.57;1.35;1.62;1.69;1.62;10.69;4.29;9.52;3.41;2.99;8.41;1.19;2.19;2.5;2.19;8;7
V.orsiniana;SALA72239;0;0;67;75;113;71;1497;1500;166;147;147;128;1118;404;1009;358;309;737;154;244;213;226;767;833
V.orsiniana;MA425880(1);0;0;1.06;0.34;1.06;0.51;15.52;12.16;1.09;0.97;0.77;0.5;8.59;5.53;8.2;5.36;5;4.42;1.66;1.31;2.23;1.24;9;8
V.orsiniana;MA425880(2);0;0;0.51;0.44;0.79;0.89;18.06;13.48;1.47;1.49;1.01;1.02;9.63;3.94;8.99;3.42;5.67;5.26;1.92;2.54;2.35;1.27;13;10
V.orsiniana;MA425880(3);0;0;0.67;0.54;0.8;0.97;17.95;18;1.12;1.31;1.26;1.43;10.24;4.31;10.04;3.65;5.28;7.45;2.12;3.03;2.75;1.83;11;9
V.orsiniana;MA425880;0;0;75;44;88;79;1718;1455;123;126;101;98;948;459;908;414;532;571;190;229;244;145;1100;900
V.orsiniana;VAB932949(1);0;0;0.63;0.87;1.44;0.92;20.56;18.03;0.91;1;1.52;0.58;13.05;4.92;8.42;4.01;4.2;1.77;2.4;12.65;3.23;4.36;6;3
V.orsiniana;VAB932949(2);0;0;1;;0.87;;22.04;15.29;1.39;0;0.74;0;9.76;4;8.5;3.13;4.09;2.65;2.92;;3.18;;6;0
V.orsiniana;VAB932949(3);0;0;0.78;0.64;2.27;0.44;25.44;18.72;1.06;0.86;2.55;0.56;11.01;3.66;10.64;3.77;6.4;9.67;1.89;1.67;2.41;1.88;9;3
V.orsiniana;VAB932949;0;0;80;76;153;68;2268;1735;112;62;160;38;1127;419;919;364;490;470;240;716;294;312;700;200
V.orsiniana;VAB933759(1);0;0;1.15;0.51;1.76;0.74;27.56;16.91;0.6;1.49;2.15;0.89;12.76;3.54;10.4;2.54;6.36;11.92;2.35;1.57;2.44;1.26;10;3
V.orsiniana;VAB933759(2);0;0;0.77;0.71;0.83;0.82;18.71;10.6;1.27;1.1;0.38;0.97;7.47;2.39;5.69;1.94;4.59;7.78;2.45;1.11;2.1;1.09;7;2
V.orsiniana;VAB933759(3);0;;1.26;;1.35;;32.74;;0.45;;1.53;;12;;10;;5.51;;1.99;;2.8;;12;
V.orsiniana;VAB933759;0;0;106;61;131;78;2634;1376;77;130;135;93;1074;297;870;224;549;985;226;134;245;118;967;250
V.orsiniana;MA180274(1);0;0;0.62;0.45;1.29;0.54;20.45;7.8;0.95;0.52;1.04;0.63;10.69;1.88;9.04;1.83;6.48;3.6;4.43;2.6;4.24;1.3;8;4
V.orsiniana;MA180274(2);0;;0.54;;0.98;;24.42;;1.23;;1.33;;11.16;;10.24;;7.63;;2.64;;2.54;;7;
V.orsiniana;MA180274(3);0;;0.87;;1.04;;21.26;;1.69;;1.53;;12.81;;12.8;;10.06;;2.2;;3.11;;9;
V.orsiniana;MA180274;0;0;68;45;110;54;2204;780;129;52;130;63;1155;188;1069;183;806;360;309;260;330;130;800;400
V.orsiniana;SALA93486(1);0;0;0.55;;0.54;;24.72;17.56;0.82;0;0.65;0;6.25;2.55;5.21;2.42;7.5;10.08;5.34;;2.23;;8;0
V.orsiniana;SALA93486(2);0;0;0.97;0.38;0.76;0;22.4;20.19;0.98;0.27;0.87;0;5.63;2.62;4.53;2.6;10.15;10.03;6.58;10.8;3.01;2.3;5;1
V.orsiniana;SALA93486(3);0;0;0.57;0;0.56;0;17.97;17.33;0.45;0;0.37;0;5.1;2.03;4.26;2.01;5.5;8.62;3.69;;2.75;;9;0
V.orsiniana;SALA93486;0;0;70;19;62;0;2170;1836;75;9;63;0;566;240;467;234;772;958;520;1080;266;230;733;33
V.orsiniana;SALA110619(1);0;0;0.85;;0.75;;15.89;10.14;0.62;;0.89;;8.53;;7.28;;6.28;;1.24;;2.88;;8;
V.orsiniana;SALA110619(2);0;0;1.01;0.76;0.74;0.73;16.55;16.38;1.03;0.74;0.89;0.66;9.39;;8.47;;4.31;;1.36;1.71;2.43;1.9;9;6
V.orsiniana;SALA110619(3);0;0;0.8;;1.03;;14.74;10.76;0.95;0;1.13;0;8.1;2.54;7.09;2.37;3.97;8.55;1.38;;2.14;;7;0
V.orsiniana;SALA110619;0;0;89;76;84;73;1573;1243;87;37;97;33;867;254;761;237;485;855;133;171;248;190;800;300
V.orsiniana;SALA93492(1);0;0;0.69;0.59;0.91;0.4;14.69;8.61;0.59;0.87;0.96;0.86;6.11;2.84;5.39;2.72;6.7;3.93;2.21;1.23;2.66;1.41;6;4
V.orsiniana;SALA93492(2);0;0;0.57;0.47;1.01;0.44;19.44;7.32;1.26;0.54;1.16;0.55;6.03;2.52;4.85;1.64;9.18;4.87;1.69;1.74;1.8;1.38;7;3
V.orsiniana;SALA93492(3);0;0;0.69;0.4;0.68;0.4;17.08;10.14;0.94;0.67;1.24;0.28;6.77;2.07;6.02;1.6;8.49;4.34;1.46;1.01;2.27;1.22;6;3
V.orsiniana;SALA93492;0;0;65;49;87;41;1707;869;93;69;112;56;630;248;542;199;812;438;179;133;224;134;633;333
V.orsiniana;SALA93482(1);0;0;0.58;0.72;0.39;0.65;15.15;9.59;0.49;0.79;0.32;1.12;5.14;3.46;4.83;3.08;9.02;5.19;2.31;3.19;2.27;1.77;8;2
V.orsiniana;SALA93482(2);0;0;0.91;0.49;1.55;0.45;19.99;12.97;1.01;0.66;1.5;0.68;10.55;4.47;9.28;4.04;10.39;4.19;3.33;2.5;4.2;1.83;5;5
V.orsiniana;SALA93482(3);0;0;0.84;0.29;1;0.49;17.6;12.36;1.09;0.71;1.67;0.47;7.19;3.5;6.81;2.09;10.45;4.68;1.66;1.61;2.19;1.15;8;5
V.orsiniana;SALA93482;0;0;78;50;98;53;1758;1164;86;72;116;76;763;381;697;307;995;468;243;243;289;158;700;400
V.orsiniana;SALA124590(1);0;0;0.81;0.6;0.94;0.57;14.44;11.3;0.7;0.94;0.63;0.52;8.03;4.18;7.34;3.91;5.67;5.58;1.76;1.87;2.2;1.7;7;8
V.orsiniana;SALA124590(2);0;0;0.54;0.62;0.92;1;15.23;10.96;0.65;0.38;0.56;0.68;6.29;4.72;5.36;3.67;8.52;7.79;1.52;0.97;2.18;1.47;8;4
V.orsiniana;SALA124590(3);0;0;0.88;;0.71;;18.82;14.99;0.83;;0.51;;7.79;;7.15;;4.27;;2.2;;3.19;;9;
V.orsiniana;SALA124590;0;0;74;61;86;79;1616;1242;73;66;57;60;737;445;662;379;615;669;183;142;252;159;800;600
V.orsiniana;SALA110622(1);0;0;1.06;0.56;1.32;0.76;21.72;15.39;1.59;0.95;2.7;0.7;9;4.09;6.67;3.17;5.68;11.94;2.58;2.3;2.07;1.83;7;7
V.orsiniana;SALA110622(2);0;0;0.74;0.24;0.78;0.38;22.78;16.9;1.45;0.56;1.65;1.04;8.83;5.89;7.15;5.41;2.77;4.15;3.44;1.82;2.63;1.79;10;6
V.orsiniana;SALA110622(3);0;0;1.14;0.47;0.94;0.37;21.88;18.16;0.9;1.42;1.56;1.35;8.8;4.63;7.34;4.08;5.85;3.66;2.24;1.8;2.98;1.57;9;10
V.orsiniana;SALA110622;0;0;98;42;101;50;2213;1682;131;98;197;103;888;487;705;422;477;658;275;197;256;173;867;767
V.orsiniana;SALA110621(1);0;0;0.47;0.45;0.52;0.23;14.45;11.75;0.95;0.45;0.78;0.63;5.91;2.72;5.44;2.28;7.37;8.72;0.89;1.85;1.76;1.47;7;2
V.orsiniana;SALA110621(2);0;0;1.05;0.66;0.87;0.74;21.38;19.79;1.54;0.72;0.63;0.74;9.86;4.04;7.91;3.26;5.9;8.71;1.65;1.55;1.79;1.37;8;3
V.orsiniana;SALA110621(3);0;0;1.29;0.53;1.53;0.41;22.79;18.34;0.8;0.16;0.37;0.57;8.83;2.73;8.31;2.16;5.6;8.34;2.13;1.74;3.16;1.35;8;3
V.orsiniana;SALA110621;0;0;94;55;97;46;1954;1663;110;44;59;65;820;316;722;257;629;859;156;171;224;140;767;267
V.orsiniana;SALA110625(1);0;0;0.46;0.96;0.84;0.89;16.9;12.66;2.59;0.77;3.64;0.87;7.51;2.32;5.21;2.06;3.95;8.77;2.55;1.55;2.13;1.33;6;3
V.orsiniana;SALA110625(2);0;0;1.7;0.69;2.04;0.44;23.54;13.89;1.1;0.91;1.98;0.64;13.89;5.02;10.51;4.65;4.7;9.4;1.1;1.93;2.1;1.65;14;6
V.orsiniana;SALA110625(3);0;0;0.76;0.4;1.57;0.47;24.22;17.65;1.06;0.66;1.92;0.66;14.16;6.23;11.73;5.58;6.63;10.27;1.51;1.55;3;1.95;9;9
V.orsiniana;SALA110625;0;0;97;68;148;60;2155;1473;158;78;251;72;1185;452;915;409;509;948;172;168;241;164;967;600
V.orsiniana;SALA110623(1);0;0;0.87;0.54;0.98;0.61;21.14;12.4;1.06;0.5;1.17;0.43;10.26;4.63;9.53;3.32;5.51;8.19;1.99;1.33;1.64;1.33;10;5
V.orsiniana;SALA110623(2);0;0;1.03;0.57;1.33;0.65;20.97;9.96;1.5;0.55;2.08;0.88;9.65;2.38;8.8;1.81;5.69;4.81;1.77;1.49;2.06;0.98;11;4
V.orsiniana;SALA110623(3);0;0;0.84;0.45;1.01;0.7;24.46;14.52;1.36;0.87;2.47;0.92;11.6;4.11;10.54;3.78;4.86;10.54;2.42;1.89;2.71;1.29;11;4
V.orsiniana;SALA110623;0;0;91;52;111;65;2219;1229;131;64;191;74;1050;371;962;297;535;785;206;157;214;120;1067;433
V.orsiniana;SALA110626(1);0;;0.38;;0.69;;21.33;;0.45;;0.94;;8.94;;8.03;;7.41;;1.26;;1.6;;12;
V.orsiniana;SALA110626(2);0;0;1.13;0.5;0.77;0.53;19.39;12.83;1.21;0.61;0.95;0.57;6.68;3.27;5.85;2.81;8.93;6.73;1.42;2.38;1.92;1.58;9;3
V.orsiniana;SALA110626(3);0;;0.51;;0.66;;17.58;;0.67;;0.94;;8.07;;7.28;;5.4;;1.06;;1.9;;12;
V.orsiniana;SALA110626;0;0;67;50;71;53;1943;1283;78;61;94;57;790;327;705;281;725;673;125;238;181;158;1100;300
V.orsiniana;CAME/Conti/30-V-1995(1);0;0;0.36;0.48;0.56;0.5;12.63;8.88;0.19;0.14;1.2;0.24;5.47;1.98;4.21;1.26;2.95;5.29;1.23;1.53;1.26;1.53;7;4
V.orsiniana;CAME/Conti/30-V-1995(2);0;;0.46;;0.41;;12.48;;0.32;;0.9;;7.59;;5.4;;4.24;;1.29;;2.35;;9;
V.orsiniana;CAME/Conti/30-V-1995(3);0;0;0.67;0.58;0.76;0.76;13.71;18.78;0.49;0.73;0.8;0.77;5.73;3.34;4.63;2.64;3.81;10.73;2.27;3.51;1.78;2.52;6;2
V.orsiniana;CAME/Conti/30-V-1995;0;0;50;53;58;63;1294;1383;33;44;97;51;626;266;475;195;367;801;160;252;180;203;733;300
V.orsiniana;SALA149297(1);0;0.84;0.37;0.25;0.48;0.41;10.19;9.39;0.29;0.23;0.31;0.39;5.74;3.84;5.09;3.84;4.15;4.7;1.35;1.18;1.99;1.73;8;7
V.orsiniana;SALA149297(2);0;1.17;0.28;0.22;0.76;0.22;11.14;7.73;0.31;0.21;0.59;0.19;6.18;2.53;6.05;2.09;8.19;3.66;1.47;1.26;2.25;1.27;8;5
V.orsiniana;SALA149297(3);0.9;;0.52;;0.91;;13.13;;0.32;;0.81;;8.17;;7.22;;6.25;;1.92;;2.86;;7;
V.orsiniana;SALA149297;30;101;39;24;72;32;1149;856;31;22;57;29;670;319;612;297;620;418;158;122;237;150;767;600
V.orsiniana;SALA149298(1);0;0;0.19;0.5;0.41;0.6;10.68;9.8;0.18;0.24;0.24;0.44;5.57;2.37;4.33;2.13;4.29;5.06;2.1;1.87;2.64;1.92;7;3
V.orsiniana;SALA149298(2);0.29;;0.5;;0.9;;11.87;;0.33;;0.78;;5.28;;3.6;;3.4;;0.87;;1.22;;8;
V.orsiniana;SALA149298(3);0;0.7;0.18;0;0.32;0;6.62;6.55;0.2;0;0.14;0;2.57;1.67;2.57;1.67;3.31;3.3;0.45;0;0.99;0;6;0
V.orsiniana;SALA149298;10;35;29;25;54;30;972;818;24;12;39;22;447;202;350;190;367;418;114;94;162;96;700;150
V.prostrata;SALA124614(1);0;0;0.55;0;0.49;0;12.1;11.44;0.36;0;0.37;0;4.93;1.91;3.99;1.82;6.45;6.05;1.93;;2.19;;8;0
V.prostrata;SALA124614(2);0;;0.6;;0.87;;14.76;;0.3;;0.28;;3.46;;3.44;;6.6;;3.16;;1.72;;5;
V.prostrata;SALA124614;0;0;58;0;68;0;1343;1144;33;0;33;0;420;191;372;182;653;605;255;;196;;650;0
V.prostrata;BM68720(1);0;0;0.54;0.42;0.89;0.29;12.79;11.85;0.56;0.41;0.64;0.61;4.09;2.1;4.2;1.9;8.25;5.75;1.47;1.69;1.35;1.89;10;2
V.prostrata;BM68720(2);0;0;0.81;0.54;1.14;0.64;16.5;17.34;1.67;0.48;1.13;0.39;12.22;5.48;10.51;5.11;4.07;9.7;1.61;2.31;2.9;2.66;13;9
V.prostrata;BM68720;0;0;68;48;102;47;1465;1460;112;46;89;50;816;379;736;351;616;773;154;200;212;228;1150;550
V.prostrata;SALA124619(1);0;0;0.68;0;0.34;0;14.24;8.04;0.31;0;0.32;0;5.64;0.92;4.58;0.91;3.12;5.69;1.38;;1.91;;10;0
V.prostrata;SALA124619(2);1.56;0;0.94;0.66;0.79;0.86;17.22;20.5;0.45;0.67;0.5;1.01;7.19;5.31;6.13;4.88;6.61;6.6;1.53;2.32;1.37;2.5;8;7
V.prostrata;SALA124619(3);0;0;1.12;0.53;0.93;0.52;14.78;16.62;0.89;0.46;0.96;0.47;6.66;2.97;5.85;2.69;3.69;3.26;0.9;0.99;0.95;1.66;10;5
V.prostrata;SALA124619;52;0;91;40;69;46;1541;1505;55;38;59;49;650;307;552;283;447;518;127;166;141;208;933;400
V.prostrata;SALA124617(1);1.98;0;0.93;0.53;0.59;0.51;25.32;15.76;0.57;0;0.4;0;6.1;1.29;6.1;1.25;9.48;7.94;3.53;;2.45;;9;0
V.prostrata;SALA124617(2);0;;0.89;;0.77;;18.24;;0.95;;0.88;;6.19;;4.2;;2.67;;2.49;;2.12;;12;
V.prostrata;SALA124617(3);0;2.08;0.43;0.62;0.85;0.85;16.96;20.28;0.36;0.55;0.45;0.44;6.57;3.64;5.76;3.64;7.12;8.55;1.5;4.05;2.87;1.94;8;4
V.prostrata;SALA124617;66;104;75;58;74;68;2017;1802;63;28;58;22;629;247;535;245;642;825;251;405;248;194;967;200
V.prostrata;SALA124616(1);0;0;0.54;0.71;0.82;0.65;11.87;12.75;0.64;0.33;0.4;0.26;4.41;1.45;4.05;1.39;4.55;6.8;2.36;3.83;1.88;1.32;7;3
V.prostrata;SALA124616(2);0;0;0.45;0;0.63;0;10.32;10.9;0.33;0;0.42;0;3.89;0.95;3.8;0.9;4.98;6.2;2;;1.84;;5;0
V.prostrata;SALA124616(3);0;0;0.58;0;0.76;0;15.66;10.71;0.37;0;0.38;0;3.98;0.9;3.58;0.83;7.18;5.3;1.93;;1.79;;8;0
V.prostrata;SALA124616;0;0;52;24;74;22;1262;1145;45;11;40;9;409;110;381;104;557;610;210;383;184;132;667;100
V.prostrata;SALA124615(1);0;0;0.58;0.57;0.69;0;14.98;7.46;0.35;0.22;0.38;0;6.04;1.17;6.02;1.06;7.92;5.06;1.6;2.43;2.21;0.96;12;1
V.prostrata;SALA124615(2);0;0;0.51;0;0.52;0;18.24;12.08;0.32;0;0.34;0;6.95;1.22;5.02;1.22;1.9;5.38;2.19;;2.75;;5;0
V.prostrata;SALA124615(3);0.9;0;0.43;0;0.57;0;14.08;11.45;0.32;0;0.29;0;6.41;1.77;5.76;1.74;7.2;5.6;1.16;;1.29;;8;0
V.prostrata;SALA124615;30;0;51;19;59;0;1577;1033;33;7;34;0;647;139;560;134;567;535;165;243;208;96;833;33
V.prostrata;SEV16475(1);0.83;0;0.33;0;0.49;0;14.41;12.73;0.73;0;0.73;0;4.66;2.14;4.14;2.04;6.94;7.6;2.58;;3.09;;10;0
V.prostrata;SEV16475(2);0;0;0.54;0;0.76;0;17.03;15.51;0.78;0;0.77;0;6.16;1.88;5.47;1.63;8.6;9.84;2.49;;2.64;;8;0
V.prostrata;SEV16475;42;0;44;0;63;0;1572;1412;76;0;75;0;541;201;481;184;777;872;254;;287;;900;0
V.prostrata;SALA124620(1);0;0;0.61;0.42;0.52;0.54;17.71;16.03;0.5;0;0.53;0;3.47;1.75;3.37;1.31;8.61;5.6;3.27;;1.67;;7;0
V.prostrata;SALA124620(2);0;0;0.3;0.52;0.38;0.47;12.57;7.82;1.54;0;1.33;0;3.99;1.28;3.54;1.25;7.03;3.23;2.21;;1.79;;8;0
V.prostrata;SALA124620(3);0;0;0.56;0.36;0.66;0.44;14.57;12.21;0.76;0;0.77;0;4.85;1.79;4.47;1.8;6.95;5.96;3.2;;2.7;;6;0
V.prostrata;SALA124620;0;0;49;43;52;48;1495;1202;93;0;88;0;410;161;379;145;753;493;289;;205;;700;0
V.prostrata;BM68710(1);0;0;0.3;0.67;0.5;0.62;13.45;14.12;0.37;0.12;0.43;0.13;3.84;2.25;3.58;2.25;7.86;7.05;1.87;1.6;1.63;1.07;6;4
V.prostrata;BM68710(2);0;0.84;0.85;0.45;0.84;0.44;24.84;20.12;0.36;0.22;0.34;0.23;4.98;2.55;4.6;2.29;13.96;8.62;3.15;5.31;2.32;1.38;9;4
V.prostrata;BM68710(3);0;0;0.56;0.37;0.64;0.59;14.82;9.28;0.84;0.34;0.74;0.39;5.76;1.72;5.53;1.56;8.14;7.52;2.23;2.25;2.27;1.39;5;3
V.prostrata;BM68710;0;28;57;50;66;55;1770;1451;52;23;50;25;486;217;457;203;999;773;242;305;207;128;667;367
V.prostrata;BM68702(1);0;0;0.86;0.61;0.69;0.61;14.81;11.3;0.59;0.34;0.65;0.39;5.52;2.07;4.95;1.71;6.41;8;1.38;3.32;2.18;1.06;8;5
V.prostrata;BM68702(2);0;0;0.71;0.76;0.47;0.43;20.26;19.26;0.9;0.27;0.96;0.23;6.08;3.23;5.62;2.85;9.21;8.5;1.98;3.68;1.58;1.83;7;5
V.prostrata;BM68702(3);0;0;0.46;0.46;0.58;0.44;20.36;17.68;0.8;0.24;0.87;0.26;8.25;3.57;7.5;3.32;6.54;9.74;2.16;2.86;2.24;1.81;8;7
V.prostrata;BM68702;0;0;68;61;58;49;1848;1608;76;28;83;29;662;296;602;263;739;875;184;329;200;157;767;567
V.prostrata;BM68674(1);0;0;0.63;0.33;0.69;0.85;22.76;18.58;0.53;0.42;0.53;0.21;10.16;3.66;8.73;3.49;8;8.37;2.59;1.36;2.76;1.11;11;6
V.prostrata;BM68674(2);0;0;0.57;0.73;0.87;0.56;15.45;14.32;0.59;0.4;0.59;0.99;6.42;3.54;5.63;2.11;10.79;6.89;0.98;1.73;2.11;1.18;6;5
V.prostrata;BM68674(3);0;0;0.92;0.34;0.78;0.48;23.75;18.43;0.31;0.41;1.12;0.33;9.23;2.62;8.89;2.22;8.69;6.54;1.78;2.83;2.52;1.81;12;4
V.prostrata;BM68674;0;0;71;47;78;63;2065;1711;48;41;75;51;860;327;775;260;916;726;178;197;246;137;967;500
V.prostrata;BC661136(1);0;0;0.48;0.45;0.48;0.63;16.84;11.31;0.37;0.33;0.36;0.34;4.61;2;4.49;1.41;7.31;8.51;2.94;1.14;2.76;1.18;12;5
V.prostrata;BC661136(2);0;0;0.52;0;0.67;0;13.31;8.25;0.88;0;0.92;0;4.11;0.86;3.59;0.85;9.12;3.29;1.52;;1.88;;5;0
V.prostrata;BC661136(3);0;0;0.69;0;0.9;0;13.64;13.94;0.37;0;0.4;0;4.83;2;4.77;1.96;5.76;7.08;3.03;;3.05;;6;0
V.prostrata;BC661136;0;0;56;15;68;21;1460;1117;54;11;56;11;452;162;428;141;740;629;250;114;256;118;767;167
V.prostrata;B/Damboldt/30-V-1970(1);0;0;0.97;0;0.58;0;14.7;16.34;0.31;0;0.35;0;4.99;2.48;4.49;2.45;2.04;8.37;1.32;;2.24;;8;0
V.prostrata;B/Damboldt/30-V-1970(2);0;0;0.66;0;0.43;0;14.3;10.18;0.3;0;0.36;0;5.57;2.31;5.11;1.87;10.15;1.95;1.95;;1.86;;9;0
V.prostrata;B/Damboldt/30-V-1970(3);0;0;0.34;0;0.49;0;14.87;13.74;0.43;0;0.45;0;4.62;2.51;3.93;2.2;4.87;4.07;2.32;;2.35;;10;0
V.prostrata;B/Damboldt/30-V-1970;0;0;66;0;50;0;1462;1342;35;0;39;0;506;243;451;217;569;480;186;;215;;900;0
V.prostrata;BM68839(1);0;;0.47;;0.4;;10.83;;1.15;;1.19;;4.9;;4.47;;3.92;;1.71;;2.27;;6;
V.prostrata;BM68839(2);0;0;0.63;0;0.37;0;8.37;8.37;0.25;0;0.28;0;3.2;1.71;3.2;1.71;3.63;2.88;1.42;;1.83;;8;0
V.prostrata;BM68839(3);0;0;0.51;0;0.39;0;7.46;6.75;0.57;0;0.6;0;2.5;1.14;2.1;1.11;4.25;3.36;1.16;;1.02;;6;0
V.prostrata;BM68839;0;0;54;0;39;0;889;756;66;0;69;0;353;143;326;141;393;312;143;;171;;667;0
V.prostrata;BM68672(1);0;0;0.48;0.56;0.49;0.56;11.96;11.64;0.59;0.23;0.63;0.26;5.62;2.29;5.21;2.1;4.78;7.58;1.7;2.36;2.17;0.84;8;4
V.prostrata;BM68672(2);0;0;0.89;0;0.81;0;13.57;15.66;0.9;0;0.92;0;4.61;1.84;4;1.8;4.41;6.01;1.73;;1.32;;7;0
V.prostrata;BM68672(3);0;0;0.81;0;0.53;0;13.65;16.51;0.56;0;0.32;0;3.11;2.14;3.11;2.08;4.83;7.15;1.29;;2.16;;6;0
V.prostrata;BM68672;0;0;73;19;61;19;1306;1460;68;8;62;9;445;209;411;199;467;691;157;236;188;84;700;133
V.rhodopea;PCR455001(1);0;0;0.34;0.3;0;0;10.76;11.15;0.15;0.15;0;0;3.04;3.34;3.04;3.27;5.38;6.85;3.11;3.54;2.53;2.28;1;1
V.rhodopea;PCR455001(2);0;0;0.23;0.56;0;0.36;7.06;14.48;0.07;0.39;0;0.17;2.77;4.6;2.77;4.08;3.53;9.13;1.61;2.24;2.1;2.74;1;5
V.rhodopea;PCR455001(3);0;;0.24;;0.3;;8.79;;0.06;;0.07;;3.26;;3.26;;4.4;;1.23;;2.03;;4;
V.rhodopea;PCR455001;0;0;27;43;10;18;887;1282;9;27;2;9;302;397;302;368;444;799;198;289;222;251;200;300
V.rhodopea;B100217752(1);0;;0.29;;0;;8.89;;0.15;;0;;3.75;;3.75;;4.45;;1.73;;2.86;;1;
V.rhodopea;B100217752(2);0;0;0;0;0;0;8.01;8.88;0;0;0;0;3.01;2.36;3.01;2.32;4;4.75;0;0;0;0;0;0
V.rhodopea;B100217752(3);0;0;0;0;0;0;8.71;7.9;0;0;0;0;2.77;2.54;2.77;2.54;4.35;3.95;0;0;0;0;0;0
V.rhodopea;B100217752;0;0;10;0;0;0;854;839;5;0;0;0;318;245;318;243;427;435;58;0;95;0;33;0
V.rhodopea;C/Bondev/1955(1);0;;0;;0;;6.43;;0;;0;;2.2;;2.2;;3.21;;0;;0;;0;
V.rhodopea;C/Bondev/1955(2);0;0;0;0;0;0;8.41;7.34;0;0;0;0;2.24;2.08;2.24;1.92;4.2;3.09;0;0;0;0;0;0
V.rhodopea;C/Bondev/1955;0;0;0;0;0;0;742;734;0;0;0;0;222;208;222;192;371;309;0;0;0;0;0;0
V.rhodopea;PR806998(1);0;1.81;0;0.64;0;0;9.83;13.65;0;0.6;0;0;3.18;4.3;3.07;3.61;6.71;8.65;0;4.95;0;3.52;0;1
V.rhodopea;PR806998(2);0;0;0.16;0.24;0.18;0.31;6.48;10.12;0.07;0.21;0.05;0.11;2.79;2.26;2.79;2.15;3.24;6.29;1.44;1.88;2.13;2.05;2;4
V.rhodopea;PR806998(3);0;;0.34;;0;;11.43;;0.08;;0;;4.54;;4.47;;5.29;;2.15;;2.95;;1;
V.rhodopea;PR806998;0;91;17;44;6;16;925;1189;5;41;2;6;350;328;344;288;508;747;120;342;169;279;100;250
V.rhodopea;SALA149321(1);0;0.66;0;0.37;0;0;13.38;8.81;0;0.1;0;0;10.18;2.76;3.61;2.46;8.72;4.56;0;1.78;0;2.19;0;1
V.rhodopea;SALA149321(2);0;0;0;0;0;0;11.04;11.02;0;0;0;0;5.09;3.9;4.98;3.77;4.74;7.16;0;0;0;0;0;0
V.rhodopea;SALA149321(3);0;0.57;0;0.21;0;0.35;13.05;10.94;0;0.13;0;0.08;5.07;3.18;5.07;3.09;6.5;7.09;0;2.31;0;2.68;0;4
V.rhodopea;SALA149321;0;41;0;19;0;12;1249;1026;0;8;0;3;678;328;455;311;665;627;0;136;0;162;0;167
